diploma_id,nom,universite,filiere,mention,hash,label
UM5-2025-ZX-23498,Mr. Jonathan Sullivan,UM5,Cybersecurity,Bien,7295a83e2664b34c8ca680132dec8c59809ada5cd86f6db896f4a2bc8290fcbf,0
UM5-2026-ZX-12782,Gabrielle Wang,UM5,Blockchain,Tres Bien,6084bddc37612b18fbf18054f85ec28144f0cce0250b0572b303c24fdf889292,1
ESI-2023-ZX-90993,Savannah Sellers,ESI,Cybersecurity,Assez Bien,7ea32be388562f7b9fe7943c574d9b153d712e97d5771a322a3ebdd7c5724068,1
ESI-2024-ZX-16431,Vanessa Allen,ESI,Blockchain,Assez Bien,fb29088c1c56e7aeb341c0c2c4558c87a2c0c3aaf8b914b0e5990a2afd487543,1
EMI-2023-ZX-51875,Leonard Thornton,EMI,AI,Passable,159032fee45e5b9ecfe11ca672d601b62c5e52a49ee473f3dc208104f8a3996d,1
UM5-2023-ZX-10608,Andrea Williams,UM5,Data Science,Bien,d77fdee76041c93c70700761d93c956c9676234cc699ac2cf2615046e043e766,1
ENSA-2026-ZX-46707,John Burns,ENSA,Blockchain,Passable,441f68d04d611c23a5f5877297328c099d02386542fc993d5021cae74cd07886,1
ESI-2025-ZX-42962,Robert Hinton,ESI,Informatique,Tres Bien,06821241cad00d2a9e561ac02fbe4fa68289d0b24c724e9ae5f85b35f36796a7,0
EMI-2023-ZX-60697,Nathan Herrera,EMI,Data Science,Assez Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
UM5-2023-ZX-74193,Steven Smith,UM5,Data Science,Assez Bien,21e91b1821afa6830683efccdf16024cb65a89cb56b7b5755728857eff07a3ef,1
ESI-2026-ZX-10016,Earl Burns,ESI,Blockchain,Bien,90d7e929019310090d515b55987a2010ee7bafb3ef342a2d4f7757022760e7cc,1
ESI-2025-ZX-96948,Stacie Williams,ESI,Informatique,Passable,b3d5e685648911a9212a6adddbcfed67ff3a09338912dbe93109a8afb4e990bb,1
ENSIAS-2024-ZX-91886,Cory Knapp,ENSIAS,AI,Bien,8e8b0752cc02142a79889503436e4c729ed26069d80c7251f5ca0212e2efe98e,1
ENSIAS-2023-ZX-55004,Stephen Duffy,ENSIAS,Cybersecurity,Bien,20bce106c26b3bf81c918dd5d07aa2e35d1addd44baf6f75b8d41026b2abc077,1
UM5-2026-ZX-60106,Madison Yoder,UM5,Informatique,Tres Bien,1873bf580de0322de58ed28ddb84c0d1f76adc35682aa3e84aef99e2d5b96c42,1
ENSA-2024-ZX-33335,Edgar Rodriguez,ENSA,Blockchain,Tres Bien,1ccc993fdff1449437a94910ab7f42bec2cf71fbaf2a52b432069d2e82577e21,1
ENSA-2024-ZX-26811,Christina Perry,ENSA,AI,Assez Bien,e944707673b31c52bc4fd0ab178fbf61ae8ea786f65910438b8c779b7559a7ac,1
ESI-2023-ZX-60176,Kelsey Young PhD,ESI,Hacking,Assez Bien,488f5d8050bac37dc7b42a7221c20602c4cb8bbfb78253d8127f8cdca334b731,0
ESI-2023-ZX-11308,Joshua Larson DDS,ESI,AI,Assez Bien,7f3d5c07a8e6fa040eb0d93812770cedc38321b1033a86d344c1bf2aa6dd7be1,1
EMI-2035-ZX-15719,Christina Payne,EMI,Blockchain,Tres Bien,45e3b4dd4394bf76085c40c89e0bbe044ca89c795716e968dbabcc05ee87d9b8,0
ENSA-2025-ZX-83529,Brandy Willis MD,ENSA,Informatique,Tres Bien,99656ce5cc887750d054bd65604ea7da99c667057ffd22d7eebe2db85c745918,1
ENSIAS-2026-ZX-76123,Jennifer Stevenson,ENSIAS,Blockchain,Tres Bien,9178609127a72b20135f0c516f23781d291e0cf2d26a382c030f439dab85025b,1
UM5-2025-ZX-10550,Mark Stewart,UM5,Informatique,Assez Bien,8288d8af067e9898e540359a8d5b203459fd93a9a35c18dbb22ff44941c7ae86,1
ESI-2023-ZX-18838,Carl Norton,ESI,AI,Tres Bien,92c5d47d4b6986b6f45d16b0f96b363d730bce7ac8b2630cf00cf46ae05961ce,1
EMI-2024-ZX-31361,Matthew Kelly,EMI,Data Science,Bien,059e46b57cb9284d0ff7849ee8f72f61353052f4e39f6d13667521a8ea996ece,1
ENSIAS2026ZX68285,Robert Miller,ENSIAS,Informatique,Bien,0e53bde848df5c7a08aa24674ebefd9528d88896926fcfa2eb40402d2b1d653e,0
UM52025ZX56228,Paul Bradley,UM5,AI,Assez Bien,c72459465709bc2a12db3369d8502c0b1d137a88f56f1b24c1cca776f101b60c,0
ESI-2023-XX-60531,David Pearson,ESI,Informatique,Bien,e25a7a0d1198954a7605faf85f69a2ac809d981006313cf4eef449a2080c4341,0
ESI-2025-ZX-32025,Heidi Fowler,ESI,Cybersecurity,Passable,8bde675cda30043edabc6f97b01195c0c1be43e24bff8ff40b183f3e62694236,1
ENSA-2024-ZX-54250,Heather Dixon,ENSA,Informatique,Tres Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
ESI-2025-ZX-60970,Robert Ferguson,ESI,Informatique,Bien,bbe5eea5cbdcf9226987f14b6b8f18683118106783acbd420126452a1f5eb75b,0
ENSA-2035-ZX-62975,Theresa Parker,ENSA,Data Science,Assez Bien,3b4b2304b9e767f5809d362ef935c5c6fff7690d5e536d4f6ef0a2e69d61fe5d,0
ENSA-2024-XX-38521,Christopher Johnson,ENSA,AI,Passable,6d0c51671aef31e5177704713a8c3c3f65462f535c362cdef894f6fc130a20c4,0
ENSA-2025-ZX-33777,Jamie Conley,ENSA,Blockchain,Tres Bien,43dab634406f2cd8fa0cdd1e1981dc469d077b621980db009a13159b10336396,1
UM5-2024-ZX-55835,Jennifer Scott,UM5,Cybersecurity,Bien,9b85ae77b61b85568d8c99bbabea239804c49800ee3fc8120f67a8b2b83a8791,1
ENSA-2026-ZX-81807,Lacey Hickman,ENSA,AI,Passable,dc6f6824bf89933296f5f535cd988c39c81473f5e439822c067c2fa2223e941b,1
ESI-2025-ZX-32941,Terry Garza,ESI,AI,Bien,e362392d26602141acf0ac1e2465904313cee2ff967be32c819ddd3b5744e20f,1
ESI-2026-ZX-35897,Andrea Morrison,ESI,Informatique,Assez Bien,80dfd26f319850b84cb41e85b76e4a3bd39c18d55cf2dbe9049725d2a0dece08,1
UM5-2025-ZX-89438,Patrick Moore,UM5,Informatique,Bien,2ef9ad29b595c966e4ca3464e0b3d37563dbb15250295755d416ddcb0878aafc,1
UM5-2025-ZX-29455,James Miranda,UM5,AI,Tres Bien,a35fb60d5b961609e320e49effa0ecd009d5b9470cb30471a30db18ec916341c,1
EMI-2023-ZX-36055,Steven Gay MD,EMI,Blockchain,Tres Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
ENSA-2026-ZX-37760,Jasmine Reed,ENSA,Blockchain,Tres Bien,a2399196cf87f8967dc0afa883c5572254ca4af486f0ed4b2009937aea18b08b,1
ESI-2026-ZX-15451,Matthew Rose,ESI,AI,Tres Bien,c8b3d8945a28ca2154b980986c922a3c88f0231b88ce7ab3ccfe1da1f248b2fb,1
UM5-2025-ZX-42618,Kelly Barrett,UM5,Informatique,Bien,d169342d4148fcfc1f20928e4ce852a97077925b028cf1d88987fcefa5561c2e,1
EMI-2024-ZX-85349,Kyle Dougherty,EMI,Data Science,Assez Bien,81659aa57107bde0291c69b8164126ea30a7f0bbe2bb093427da5fd6ffdd42b1,1
ENSA-2026-ZX-40120,Evelyn Lewis,ENSA,Cybersecurity,Assez Bien,2e2afea395c75ed7ed013ae8b75ee999829b18dff1e22c2353163005abf5e5ef,1
UM52023ZX33972,Benjamin Murray,UM5,Informatique,Passable,7ad0300ee30bcb71cd77cf2302c57d85405a1162e0f55330f966cb8494c4cfa7,0
ESI-2026-XX-87997,Billy Lopez,ESI,Cybersecurity,Bien,f26ea4e48ffb4561bfaa43f00862ad767aa7ce657ea4a8c1cea33c6982322517,0
ENSIAS-2026-XX-43203,Jason Jefferson,ENSIAS,Cybersecurity,Bien,34489c2448490d83c5dc4e644825b62c228e37f194ef622d8555f97cf710cd79,0
ENSIAS-2024-ZX-72495,Dr. Elizabeth Thomas DDS,ENSIAS,AI,Tres Bien,c8711b9df59a7f3078af012d27cc2b22ef6fae8e4e70f686cf70e4e83efd5a39,0
ENSIAS-2024-ZX-51437,Daniel Barnes,ENSIAS,Cybersecurity,Tres Bien,0387279e54ff5c53453b245fd8c41fd6baafcaa28122f2b2ff103891fe821782,1
ENSA-2026-ZX-73785,Patrick Brown,ENSA,Blockchain,Tres Bien,00a10b73f13a8405dad96352b56b472bf2cc826a1246f8ebaa4faf1263885721,1
ENSA-2024-ZX-95007,Christopher Singh,ENSA,Data Science,Tres Bien,68ada0b81bd5a632d12c5638f357e47c719b9a033289abe92438542afacf69e4,1
ESI-2023-ZX-25153,Danielle Diaz,ESI,Data Science,Tres Bien,d360ddbd4166c5183e7ae8a5879bf59a8e779c5e8cd1ec3c79cf8b2e4e74a2f9,1
ESI-2023-ZX-45932,Monica Hayden,ESI,Blockchain,Passable,b88ed4a7b3d966ed4b1f279a8d2229e694fe36b4df69a36bd298c6c8ab58cb51,0
EMI-2025-ZX-78815,Jennifer Pace,EMI,Blockchain,Bien,f539d5749c8cabbfd34856e580c7018cd51b81f85b3dea883133a9d73e49845f,1
ENSA-2025-ZX-20813,Ashley Cole,ENSA,Data Science,Passable,7815d8cca3151f87330159b54b4b8d4ec4ecdc30d8acc7a68b40661c2628ca2e,1
UM5-2010-ZX-72431,Michael Lewis,UM5,Blockchain,Passable,e1038ab7acb1eaf27b4eacddc9daa50e8eb78a93862f85f30faae1f94e796977,0
EMI-2026-ZX-56577,Elaine Ross,EMI,Data Science,Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
ENSIAS-2025-ZX-23173,Barbara Sullivan,ENSIAS,Blockchain,Bien,d193e12be244afde13cacf6c04d93e1cdef38c32f2b23257ddc8ebaa2e7bd4be,1
ESI-2024-ZX-71375,Briana Gay,ESI,Blockchain,Tres Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
ENSIAS-2025-ZX-36614,Keith Avila,ENSIAS,Blockchain,Assez Bien,54c52fc48524dbb96a1a1412031b7cf62ee71f4befafb2a89c3435a0738ad855,0
ESI-2035-ZX-88807,Matthew Herrera,ESI,Blockchain,Tres Bien,bd12b1de6d4565386134f71dabb1f6e2fc881e93f84b69a3221eb853d2bb9f2a,0
ESI-2026-ZX-63579,Paul Vaughan,ESI,Data Science,Passable,f8c1b0595be21ddadae50c8644d70268f48c6e7e12404911b9a06059977a0b86,1
ENSA-2025-ZX-92562,April Boyer,ENSA,AI,Bien,d5168f420d535beec7fb33c8d015ba1609bf1b7537563db04d1b6c93e85f3248,0
ENSIAS-2025-XX-87209,James Rush,ENSIAS,Data Science,Bien,99b55387d8e6c404866c53775b3855be40eaedf71e1d339c5482a75d28879bc3,0
ENSA-2023-ZX-40186,Kevin Allen,ENSA,Blockchain,Bien,f1dadb9310b56c145ba107dc3ce33148e9f282558283a325439781aa880df522,1
ESI-2025-ZX-53006,Kimberly Luna,UNKNOWN,Data Science,Tres Bien,63e57ecc109826f120715bcec187871315689336970796fca1ea580add56c109,0
ENSIAS-2025-ZX-97705,Gregory Roberts,ENSIAS,Blockchain,Tres Bien,e0a0ca497357c3e1208c18b0d35b9db9475c77fd8a5d2fd4cd24c1beaf9c7d0c,1
EMI-2026-ZX-99827,Michael Kelley,EMI,Cybersecurity,Passable,0538470424f2066f29c46f9a4a3ad7ab1b465348956ec99b6eb5e378c104f35d,1
ENSA2025ZX41237,Derek Evans,ENSA,Data Science,Tres Bien,81d392c9af5f493919c13caf6e228f0faa6064f7024e1bc52dbcc4cee5420b4e,0
UM5-2025-ZX-74464,Madison Williams,UM5,Cybersecurity,Assez Bien,2325b797e25c1867c8a48e9c34b007b0dc7096ed06ae3b2bd9ef87ae0487c83b,1
ENSA-2025-ZX-90400,Michael Peters,ENSA,Cybersecurity,Tres Bien,59ffd785941422fe59dacbf22f112b05e6e1ee50980deb5395edba78fd935540,1
ESI-2023-ZX-10498,Antonio Elliott,ESI,Informatique,Assez Bien,e03f4b8956f7157cb5031d97ca2fd21d3a68ebea5831b4831a28fe3282a3346e,1
EMI2025ZX17744,Cameron Russell,EMI,Blockchain,Bien,f97257482c6be1f99229f23cd721a850ecb4c6953354d75524d1b39d5a56060c,0
ENSIAS-2024-ZX-46038,Joshua Walters,ENSIAS,Hacking,Tres Bien,879fd6326b9876a2ee50457f08947e525ce8e034a391a30c41bb94733918dc30,0
ENSIAS-2023-ZX-27926,Tracy Sawyer,ENSIAS,Cybersecurity,Bien,d08a87d91b6f4e466e7f5036b8860952da868ae1bd65af914a2d595f417eec90,1
UM5-2025-ZX-65453,Jonathan Smith,UM5,AI,Passable,9f828179d58c7d9190404e6113ee5bf92649463dc2369c74addd2b3fe75598e8,1
ENSA2024ZX12008,Craig Stevens,ENSA,Data Science,Assez Bien,f5f4b38ee0eef7737e57bdab6921b410569572f800530b3d36f855d6d756c373,0
EMI-2025-ZX-87078,Kristi Harris,EMI,Blockchain,Assez Bien,b99d928ca06b204f6d5cacae8c5951200827fff24b264972893cb8699017b763,1
ENSA-2024-ZX-66640,Jackie Richardson,ENSA,Blockchain,Assez Bien,e9a02d89cea5e957844d17cf144a2a7e761aa4b6542a9cbe3aa643284d5606c8,1
UM5-2025-ZX-10536,Bethany Trevino,FAKEUNI,Informatique,Assez Bien,28cbe5e164951d38af4ce2d28cb6b30cef085d7cc31663e1ea84947e7c4d69ef,0
EMI-2025-ZX-18848,Vanessa Nguyen,EMI,Data Science,Tres Bien,d750f62a21ceef46594b37801be01fbb06ca7e0fcf8aed61ef5b7b9c903b64ed,1
UM5-2024-ZX-27586,Scott Cunningham,UM5,Unknown Field,Bien,9ee5949fef861e3037564cf89f39e7b02a58a072e5b6373b5d1475a5dc1e6510,0
ENSIAS-2024-ZX-91818,Savannah Bates,ENSIAS,Informatique,Bien,e3c5cba1f6c095390a0f2b9ddf91c505ef9c73258c339fe48612363383548015,1
ESI-2023-ZX-17804,Pamela Buckley,ESI,Data Science,Assez Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
EMI-2025-ZX-62676,Abigail Stewart,EMI,Cybersecurity,Bien,c0c7289a7eaa37c4491a57cd86d28c6961c07b1d299612a9f5cb0e9c6b8840d3,1
ENSA-2023-ZX-19928,Cheryl Hill,ENSA,Fake AI,Tres Bien,68d6a4e5f7f4fd90fa4e8a356e516d1cad7cb212b33e40921ed6b5ede3e5cfe1,0
EMI-2026-ZX-69132,Steven Cooper,EMI,AI,Tres Bien,c5de12b7f2c06289eb413b49f08a1a6ed0c60b5c92c9ef65fdc7ae6245e734ad,0
ESI-2025-ZX-92039,Jessica Klein,ESI,Unknown Field,Passable,4ebf6b7383b0fd54d2c57812c8e1b03a5d794ea1d194d2780ccaaab062efd20c,0
ENSA-2025-ZX-38356,Alyssa Hess,ENSA,Data Science,Assez Bien,2fb0904509fa2cca0e3db471517144c615d2a70e5e889c8129b5f8e696bda040,1
ESI2026ZX94507,Nicholas Peterson,ESI,Data Science,Passable,0c2b715efa2822b01f0c092d6337166179d557af6907c564772485a6971b2ae2,0
UM5-2026-ZX-72521,Louis Hawkins,UM5,AI,Bien,3f656eaedd027c468ef0538a7e5647f812614a4485e60857c3e4e3b60379a44b,1
ENSA-2026-ZX-34122,Lance Johnson,ENSA,Data Science,Passable,a254097215159b891b327ac7654f6da0fb11413c2d7313412a0c16c439dedf54,0
EMI-2025-XX-25786,Daniel Thompson,EMI,Cybersecurity,Bien,c82d7926066437e92b478b3ebc092eb08c644dcbd7dfbff88aa296a1627ac423,0
UM5-2025-ZX-47509,Travis Banks,UM5,Cybersecurity,Bien,2dc5a04e705448ba7b843855a8812edff2d3ab602f3f655f59c567218be6aeb4,1
ENSA-2024-ZX-28296,Lisa Miranda,ENSA,Blockchain,Passable,27f9a531a6e14509d76f29955396020dea8a9d89050471c07009b91f68c0a5b6,1
ENSIAS-2026-ZX-97073,Makayla Schmidt,ENSIAS,Blockchain,Tres Bien,461976fb4fc9f489b4d35f320d81c43e59c75e8f177a735c6ca1861249a83922,1
UM5-2026-ZX-40292,Jocelyn Garcia,UM5,Blockchain,Assez Bien,55926e6c7b2d7125086729228f94d09cecb8bf38f86c12d810d53f76e9d311f2,0
ENSA-2026-ZX-68697,Bradley Smith,ENSA,Data Science,Assez Bien,d09e041ad057803d553e64f140f3ba9ead7705c2b384c2934e54ea77c63dc651,1
ESI-2023-ZX-74481,Edward Adams,ESI,Informatique,Bien,c6fea0c55824a39e014da2f1db1ce53013f8baccfa9442afd775e80f222a56be,1
EMI2024ZX99937,Andrea Smith,EMI,Informatique,Tres Bien,51d397e91665074eae733232a413cb45ba8edaee69379b3f57a3eec7cc8a751b,0
ENSIAS-2025-ZX-73936,Andrew Pratt,ENSIAS,Data Science,Bien,c0eae4f7437c0158e87d1e6a8eaca974d3f42d59e49d8775818b50cefe204377,1
ESI-2023-ZX-57265,Danielle Hill,ESI,Informatique,Bien,9a549c8ce5ecbcad449631f4f45c9b57b9a12d5b39146452e37befdaf2332027,1
ENSIAS-2025-ZX-15418,Amy Schaefer DVM,ENSIAS,Blockchain,Bien,4c7e7d46503031c9424ba96c20b0c4ef0380511ed29da7c1aaec37481d850f94,1
UM5-2023-ZX-62354,Carol Valencia,UM5,Blockchain,Bien,15a9e9786ad30bf89170c928a41417a5fbdd97d31341167ca85e71aa3468ff99,1
ESI-2024-ZX-28986,Adam Cochran,ESI,Data Science,Assez Bien,f9de2ad15ff9f28dbe1716d755004e1e8aa77cfd957f11a6f62ee429cb115ed5,0
ENSIAS-2026-ZX-87882,Steven Young,ENSIAS,Informatique,Assez Bien,9adae55da3757da5811867dc5088d52482ac9b1939d836c71b3dedb207d87fa4,1
UM5-2025-ZX-48307,Craig Stanton,UM5,Data Science,Bien,159d3bc2b5d57b88d905af84be126dd490f1025083a66adc2e477eae0b6473d5,1
UM5-2025-ZX-44070,Ricardo Huffman,UM5,AI,Assez Bien,5d7c1b36304a3038f619496e779ae845ab80f46baca9888f66d97f4d71dfe7e7,1
EMI-2023-ZX-61504,Nancy Allen DDS,EMI,Blockchain,Assez Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
EMI-2026-ZX-91048,Jessica Lee,EMI,Unknown Field,Bien,464a85b938ea73a7bd0847bffb5a8683c131e25c225168a3dfa723e5475119dc,0
ENSA-2026-ZX-93101,Valerie Rodriguez,ENSA,AI,Passable,f8f19df2ab7699a44fe7a790f1e425bd461a35c099bb63fb2eb7f669db27bde7,1
EMI-2023-ZX-62179,Dustin Khan,EMI,Data Science,Assez Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
EMI-2023-ZX-91463,Betty Sims,EMI,Data Science,Assez Bien,b60e187384d2d5f174138f67df7ed3ffad38511ded17cf24740c06115fa46975,1
EMI-2025-ZX-51401,Anthony Baldwin,EMI,Cybersecurity,Assez Bien,12a48a115a4fc872ecf5a2c5f5df93fd00fb06da5e8d12d7a2c9b4508e839a15,1
UM5-2025-ZX-92850,Christina Long,UM5,AI,Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
EMI2023ZX85911,Sandra Fitzpatrick,EMI,Blockchain,Bien,68fb7539b5f6d341495617771800065afdf4a2f5b85c6d0d584a9b4557ecc5d6,0
EMI-2026-ZX-29816,Jennifer Rivera,EMI,AI,Passable,b0d9c1aec8867180d6325c414661cc5aa9e641018dfce98c1243d10c88a84817,1
EMI-2025-ZX-47056,Joe Castillo,EMI,Blockchain,Assez Bien,8b66541d42a76a186bd012741b182aaf42be9d36605ea61e83e7b86dab4214a9,1
UM5-2025-ZX-17789,Ryan Compton,UM6,Blockchain,Assez Bien,2babac50fc406caacc16cc39a6fbd8ca79e3d785e0d5d29ddb3c388770999b11,0
ENSA-2025-ZX-55958,Ann Smith,ENSA,Blockchain,Assez Bien,87c833f6be8635151f0179e3fbd4a33bed534ffed3f248d218c2ddda2cb480d8,1
ENSA-2024-ZX-32229,Wendy Davila,ENSA,AI,Passable,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
ESI-2010-ZX-54760,Dennis Williams,ESI,Informatique,Tres Bien,b63abd501b25631f5fdaf6d92a7ba45462fd5586586f2f902a4d0e7165d756c2,0
ESI-2023-ZX-17356,Nicole Carr,ESI,Informatique,Tres Bien,1c32d3e1c23beaa35eb56a461e74563a00ee889619a5624e1c9cc5070814116e,1
EMI-2024-ZX-70558,James White,EMI,Cybersecurity,Passable,191c8becd78c15f3d7d34e80386a8b7b8f6cd0e8cd667f686bc6ab427f19dd43,1
ENSIAS-2023-ZX-87307,David Brown,ENSIAS,Informatique,Assez Bien,a13683c7f70bd2f4cdf0c8f3fff95fc8d6d88aa9693292d49a773cbc67eac93d,1
ESI-2024-ZX-57458,Sean Boyd,ESI,Blockchain,Bien,fa312aead1eff969afdb6091068ceb399e67a1384adf3b9284855450c2f08117,1
UM5-2024-ZX-90980,Carlos Flores,UM5,Blockchain,Assez Bien,35fe1b04d55d3f2fe73f20106845add03c8d7a9e0a4e97716a6b2b0887b4002d,1
ENSIAS-2024-ZX-14066,Sara Hopkins,ENSIAS,Blockchain,Bien,6035bf3fe6c24cf818e4a38f42063d5d1957be4ac90f6c0fe630c5a4b4225bf2,1
EMI-2026-ZX-48305,Stacey Fuller,EMI,Cybersecurity,Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
ESI-2040-ZX-36640,Paul Martin,ESI,AI,Bien,2e260bafdf44d43a31da5d61b4b4ca983ce7e4c805c97dc3658d880bdd897224,0
ENSA-2025-ZX-21794,Joseph Velez,ENSA,Blockchain,Passable,428242c3f977a832e543748ea34c09315cde6980f4cbb4bd6082ba7750926953,1
ENSIAS-2026-ZX-15546,Patricia Mcgee,UNKNOWN,Data Science,Bien,f8a4a32b184b47a8c4d988ad755f61bfd7fb2f6f4be144841eaa82c39f694280,0
ENSIAS-2023-ZX-64241,Christopher Anderson,ENSIAS,AI,Bien,1b2e47e10dbcebf72e49ae61d93aead83e8e4f8e848b51f9b1952137b8f12d58,1
ESI2025ZX35301,Andrea Anderson,ESI,AI,Bien,09e4a0e79ef0b3aff423ac19b9d7b1d0fb91da6a6e62a7167025265856e6195a,0
ESI-2024-ZX-38320,Evelyn Jones,ESI,Blockchain,Passable,d7e1bcf5a86e6ea52d03b18f89a73e876741388f2d554a29a0f9263789c21b69,1
ENSA-2023-ZX-49176,Sheri Gutierrez,ENSA,Informatique,Assez Bien,d57d93e4ed375e8c188d3d34ca8d20cfc30d9b050576a7b041dc7994df2299bd,1
EMI-2026-ZX-90080,John Adams,UM6,AI,Tres Bien,63578fb558560c93cd62f8933e02c27ecb647d9d9426c8c69008e137347ae1b1,0
ESI-2025-ZX-57191,Susan Walker,ESI,Data Science,Tres Bien,9f2776ba5899a8271503a5b692b417680739b400d1ae2ce91fdad40c8c6e9e9f,1
ESI-2026-ZX-89421,Allison Chaney,ESI,Informatique,Bien,db7981e8d9e0ad40e3433f7ddc5bc46f551a4da2de177545f4d94e73c75c00dd,1
ENSIAS-2026-ZX-89703,Madison Cox,ENSIAS,Blockchain,Assez Bien,239e7c2552353c893079b27b568ba2e2d31539f8d0a0795ac3935d2ccd1f0d2a,1
UM5-2024-ZX-43736,Kim Thomas,UM5,Cybersecurity,Assez Bien,de7dc9c7ae7926896592e3e2dbdf0a12210639c9fbcca5dc2037cb59b6957e46,1
EMI-2024-ZX-45730,Natalie Hall,EMI,Informatique,Passable,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
ENSA-2023-XX-42318,Nicole Smith PhD,ENSA,Blockchain,Bien,7c7cef6c53c96fe5e84c245ebe3e536405375722f07174a00871a638ed37d866,0
UM52025ZX52502,Robert Miller,UM5,Cybersecurity,Tres Bien,c6ecea7764731e7687136615e6d29689c69c185261d2ca966d8f55b08f25883d,0
ENSIAS-2024-ZX-10092,Angela Blevins,ENSIAS,Informatique,Tres Bien,fcfaa8f2df967660cfdff43e0214fdc32714845f9deda8585ec251655812639f,0
ENSA-2026-ZX-43072,Tina Rocha DDS,ENSA,Cybersecurity,Assez Bien,1db83d54bbaaf15db2863a057998e506414aa76c85f26eb0e59c11a2961a81a5,1
ENSIAS-2023-XX-11538,Mark Peterson,ENSIAS,Cybersecurity,Bien,66e4c6cd773d47b9945d426f4add898cc9ef00556d2e2b44bde65a9e416d706f,0
ENSA-2025-ZX-93126,Daniel Sawyer,ENSA,Informatique,Tres Bien,4293c1329c9952948664ea26d311a2ef8293bc63f22806ed7f1e56037df6b399,1
EMI-2024-ZX-49060,Glenn Powers,EMI,AI,Assez Bien,d9ba0263b364a034aeccc41514d1964924708d83d0c01ddce160ceda7126cf73,1
